"dteday","season","yr","mnth","holiday","weekday","workingday","total","temp","hum","windspeed"
"2012-05-02","2",1,"5",0,"3",1,6169,0.375752560090712,1.18788420693394,-0.676507569195033
"2012-05-03","2",1,"5",0,"4",1,6421,0.352990232155319,0.986029376560736,-0.732799442027941
"2012-05-04","2",1,"5",0,"5",1,6296,0.721739944708687,0.754920222945037,-0.355477222790743
"2012-05-05","2",1,"5",0,"6",0,6883,0.689872685599137,0.904117271481754,-0.48381409046233
"2012-05-06","2",1,"5",0,"0",0,6359,0.366647628916555,0.78709997851178,-0.523976486838816
"2012-05-07","2",1,"5",0,"1",1,6273,0.230073661304196,0.254671295498398,0.519170520519421
"2012-05-08","2",1,"5",0,"2",1,5728,0.471354337419363,0.406793776359364,1.36188190044587
"2012-05-09","2",1,"5",0,"3",1,4717,0.434934612722734,0.816354301754274,0.334541780014927
"2012-05-10","2",1,"5",0,"4",1,6572,0.057079968995208,-0.532269999724679,1.5945764807905
"2012-05-11","2",1,"5",0,"5",1,7030,0.207311333368803,-1.87796886887938,0.599387783429353
"2012-05-12","2",1,"5",0,"6",0,7429,0.375752560090712,-1.03544435949557,-0.869093518084695
"2012-05-13","2",1,"5",0,"0",0,6118,0.639795564141272,-0.362594924918216,0.446856701073136
"2012-05-14","2",1,"5",0,"1",1,2843,0.425829681548577,1.13522642509745,0.286529705096315
"2012-05-15","2",1,"5",0,"2",1,5115,0.635243098554193,1.17033161298844,-0.556074144987093
"2012-05-16","2",1,"5",0,"3",1,7424,0.771817066166552,0.491631313762595,-0.877104491391383
"2012-05-17","2",1,"5",0,"4",1,7384,0.535088855638464,-0.757528288691879,0.503094808984522
"2012-05-18","2",1,"5",0,"5",1,7639,0.375752560090712,-0.734124830097885,-0.692529515808411
"2012-05-19","2",1,"5",0,"6",0,8294,0.571508580335093,-1.20511943430203,-1.37437625054283
"2012-05-20","2",1,"5",0,"0",0,7129,0.685320220012058,-0.684392480585645,0.824286450153376
"2012-05-21","2",1,"5",0,"1",1,4359,0.562403649160936,1.28734890595842,0.551214413746176
"2012-05-22","2",1,"5",0,"2",1,6073,0.653452960902508,0.96847678261524,-0.933181304538205
"2012-05-23","2",1,"5",0,"3",1,5260,0.689872685599137,1.02991086142448,-1.14178920004124
"2012-05-24","2",1,"5",0,"4",1,6770,0.871971309082282,0.623275768353816,-0.226979060354593
"2012-05-25","2",1,"5",0,"5",1,6734,1.00854527669464,0.836832328024019,-0.644356146125235
"2012-05-26","2",1,"5",0,"6",0,6536,1.07683226050082,0.734442196675292,0.109750643133946
"2012-05-27","2",1,"5",0,"0",0,6591,1.06317486373958,0.485780449114096,0.31851983340155
"2012-05-28","2",1,"5",1,"1",0,6043,1.18609143459071,0.339508832901629,0.0778680446717552
"2012-05-29","2",1,"5",0,"2",1,5743,1.24072102163565,0.398017479386616,1.35376339729614
"2012-05-30","2",1,"5",0,"3",1,6855,0.88107624025644,0.295627348037888,-0.724627173956688
"2012-05-31","2",1,"5",0,"4",1,7338,1.00854527669464,-0.947681389768087,0.0618460980583775
"2012-06-01","2",1,"6",0,"5",1,4127,0.867418843495204,0.895340974509006,0.607452521657563
"2012-06-02","2",1,"6",0,"6",0,8120,0.48045926859352,-0.552748025994425,-0.0506301177643951
"2012-06-03","2",1,"6",0,"0",0,7641,0.585165977096329,-0.944755957443838,-0.0825664811481077
"2012-06-04","2",1,"6",0,"1",1,6998,0.557851183573857,-0.988637442307578,1.21741555631787
"2012-06-05","2",1,"6",0,"2",1,7001,0.24828352365251,-0.102231448060024,0.246313543798307
"2012-06-06","2",1,"6",0,"3",1,7055,0.321122973045768,-0.116858609681271,-1.46276578152401
"2012-06-07","2",1,"6",0,"4",1,7494,0.585165977096329,-0.426954436051702,-0.427575982550943
"2012-06-08","2",1,"6",0,"5",1,7736,0.840104049972732,-1.12320732922305,-0.194881402206316
"2012-06-09","2",1,"6",0,"6",0,7498,1.17698650341655,-1.3396893212175,-0.596129011520537
"2012-06-10","2",1,"6",0,"0",0,6598,1.26348334957104,-0.628809266424908,-0.732476852498812
"2012-06-11","2",1,"6",0,"1",1,6664,1.23161609046149,-0.280682819839235,0.22228062387824
"2012-06-12","2",1,"6",0,"2",1,4972,0.862866377908125,1.44239681914363,0.310455095173339
"2012-06-13","2",1,"6",0,"3",1,7421,0.876523774669361,-0.321638872378726,1.97157611049857
"2012-06-14","2",1,"6",0,"4",1,7363,0.835551584385653,-0.409401842106206,0.816114182082123
"2012-06-15","2",1,"6",0,"5",1,7665,0.785474462927788,-0.268981090542237,-0.178966985435981
"2012-06-16","2",1,"6",0,"6",0,7702,0.744502272644081,-0.868694717013355,-0.307357618029089
"2012-06-17","2",1,"6",0,"0",0,6978,0.530536390051385,-0.204621579408751,-0.58817180313537
"2012-06-18","2",1,"6",0,"1",1,5099,0.398514888026105,1.05331432001847,-0.203107435199091
"2012-06-19","2",1,"6",0,"2",1,6825,1.05406993256543,0.436048099601857,-0.548009406758883
"2012-06-20","2",1,"6",0,"3",1,6211,1.56849854390531,-0.251428496596741,-0.98936564752807
"2012-06-21","3",1,"6",0,"4",1,5905,1.69596758034351,-0.421103571403204,-0.925170331231517
"2012-06-22","3",1,"6",0,"5",1,5823,1.54118375038284,-0.380147518863713,-0.0986421926830069
"2012-06-23","3",1,"6",0,"6",0,7458,1.29079814309352,-0.655138157343152,-0.138912118902537
"2012-06-24","3",1,"6",0,"0",0,6891,1.35453266131262,-1.04422065646832,-0.580160829828681
"2012-06-25","3",1,"6",0,"1",1,6779,1.20430129693902,-0.868694717013355,1.41806624343574
"2012-06-26","3",1,"6",0,"2",1,7442,0.739949807057002,-1.78728046682765,2.02786798333148
"2012-06-27","3",1,"6",0,"3",1,7335,1.10414705402329,-1.88089430120363,1.04891629226979
"2012-06-28","3",1,"6",0,"4",1,6879,1.38639992042217,-1.44207945256623,-0.243054771889492
"2012-06-29","3",1,"6",0,"5",1,5463,1.85075141030419,-0.976935713010581,-0.323487094485509
"2012-06-30","3",1,"6",0,"6",0,5687,1.47289676657666,-0.187068985463255,-0.379563907632331
"2012-07-01","3",1,"7",0,"0",0,5531,1.75059716738846,-0.766304585664627,-0.283324698109022
"2012-07-02","3",1,"7",0,"1",1,6227,1.56394607831823,-1.26947894543552,0.0616848032938132
"2012-07-03","3",1,"7",0,"2",1,6660,1.55939361273115,-0.953532254416586,-0.82903865155125
"2012-07-04","3",1,"7",1,"3",0,7403,1.60491826860194,-0.625883834100659,-0.716616200649999
"2012-07-05","3",1,"7",0,"4",1,6241,1.81433168560756,-1.19341770500503,0.0457166216019569
"2012-07-06","3",1,"7",0,"5",1,6207,1.81888415119464,-1.24315005451727,-0.572203621443514
"2012-07-07","3",1,"7",0,"6",0,4840,2.00098277467778,-0.953532254416586,-0.347520014405576
"2012-07-08","3",1,"7",0,"0",0,4672,1.78701689208509,-0.380147518863713,-0.836888330093375
"2012-07-09","3",1,"7",0,"1",1,6569,1.17698650341655,0.389241182413868,-0.122728877524595
"2012-07-10","3",1,"7",0,"2",1,6290,1.23161609046149,0.278074754092392,-0.499997331840271
"2012-07-11","3",1,"7",0,"3",1,7264,1.2088537625261,0.038189303503945,-0.500051096761792
"2012-07-12","3",1,"7",0,"4",1,7446,1.20430129693902,-0.690243345234144,-0.564031353372261
"2012-07-13","3",1,"7",0,"5",1,7499,1.29079814309352,-0.997413739280326,-1.41469994168388
"2012-07-14","3",1,"7",0,"6",0,6969,1.13601431313284,0.500407610735343,-0.603978690062662
"2012-07-15","3",1,"7",0,"0",0,6031,1.36819005807385,0.632052065326564,-0.307357618029089
"2012-07-16","3",1,"7",0,"1",1,6830,1.4637918354025,0.120101408582927,-0.339347746334323
"2012-07-17","3",1,"7",0,"2",1,6786,1.76425456414969,-0.856992987716357,-0.981408439142903
"2012-07-18","3",1,"7",0,"3",1,5713,1.62768059653733,-0.356744060269718,-0.684464777580201
"2012-07-19","3",1,"7",0,"4",1,6591,1.50021156009913,-0.192919850111754,-0.323325799720945
"2012-07-20","3",1,"7",0,"5",1,5870,0.931153361714305,1.51845805957412,0.238463865256182
"2012-07-21","3",1,"7",0,"6",0,4459,0.5487462523997,1.66765510811083,0.29437938363844
"2012-07-22","3",1,"7",0,"0",0,7410,0.940258292888462,0.945073324021245,-1.24603938287124
"2012-07-23","3",1,"7",0,"1",1,6966,1.34542773013846,0.465302422844351,-0.668442830966823
"2012-07-24","3",1,"7",0,"2",1,7592,1.39550485159632,0.190311784364912,0.270561523404459
"2012-07-25","3",1,"7",0,"3",1,8173,1.24982595280981,-1.24900091916577,-0.331444302870677
"2012-07-26","3",1,"7",0,"4",1,6861,1.53663128479576,-0.219248741029998,1.21714673171026
"2012-07-27","3",1,"7",0,"5",1,6904,1.56394607831823,-0.233875902651245,-0.483814090462329
"2012-07-28","3",1,"7",0,"6",0,6685,1.4228196451188,-0.102231448060024,-0.427575982550943
"2012-07-29","3",1,"7",0,"0",0,6597,1.23616855604857,-0.0290956399537901,-0.259238013267434
"2012-07-30","3",1,"7",0,"1",1,7105,1.28624567750644,0.28685105106514,-0.475749352234119
"2012-07-31","3",1,"7",0,"2",1,7216,1.19064390017779,0.535512798626335,-0.323379564642466
"2012-08-01","3",1,"8",0,"3",1,7580,1.21340622811318,0.348285129874377,-0.636237642975503
"2012-08-02","3",1,"8",0,"4",1,7261,1.40460978277048,0.222491539931654,-0.788822490253242
"2012-08-03","3",1,"8",0,"5",1,7175,1.47744923216374,0.102548814637431,0.326530806708238
"2012-08-04","3",1,"8",0,"6",0,6824,1.62768059653733,-0.102231448060024,0.864180021922257
"2012-08-05","3",1,"8",0,"0",0,5464,1.49565909451205,0.172759190419416,1.28951431607807
"2012-08-06","3",1,"8",0,"1",1,7013,1.40460978277048,0.184460919716413,-0.788822490253242
"2012-08-07","3",1,"8",0,"2",1,7273,1.31356047102891,0.532587366302086,-0.949418310837669
"2012-08-08","3",1,"8",0,"3",1,7534,1.39095238600925,0.316105374307634,-1.02952804390456
"2012-08-09","3",1,"8",0,"4",1,7286,1.4228196451188,-0.0524990985477849,-0.443705459007364
"2012-08-10","3",1,"8",0,"5",1,5786,1.20430129693902,0.617424903705318,0.623581998113983
"2012-08-11","3",1,"8",0,"6",0,6299,1.07683226050082,0.737367628999541,0.206366207107905
"2012-08-12","3",1,"8",0,"0",0,6544,1.12235691637161,-0.684392480585646,-0.877104491391383
"2012-08-13","3",1,"8",0,"1",1,6883,1.23161609046149,-0.579076916912669,-0.700325429429014
"2012-08-14","3",1,"8",0,"2",1,6784,1.26348334957104,0.412644641007862,-0.27520619495929
"2012-08-15","3",1,"8",0,"3",1,7347,1.15422417548116,-0.0583499631962836,-0.267302751495644
"2012-08-16","3",1,"8",0,"4",1,7605,1.22251115928734,-0.763379153340378,-0.628280434590336
"2012-08-17","3",1,"8",0,"5",1,7148,1.24527348722273,-0.400625545133458,0.527342788590674
"2012-08-18","3",1,"8",0,"6",0,7865,0.999440345520484,-0.172441823842009,-0.162837508979561
"2012-08-19","3",1,"8",0,"0",0,4549,0.767264600579474,0.588170580462824,-1.34243988715912
"2012-08-20","3",1,"8",0,"1",1,6530,0.767264600579474,0.746143925972289,-0.780757752025031
"2012-08-21","3",1,"8",0,"2",1,7006,0.840104049972732,0.321956238956133,-1.51895012451388
"2012-08-22","3",1,"8",0,"3",1,7375,0.940258292888462,0.345359697550128,-1.55104778266215
"2012-08-23","3",1,"8",0,"4",1,7765,1.09504212284913,0.0557418974494411,-1.36636527723614
"2012-08-24","3",1,"8",0,"5",1,7582,1.13146184754576,-0.0905297187630266,-1.52701486274209
"2012-08-25","3",1,"8",0,"6",0,6053,0.908391033778912,0.596946877435572,0.695788287717226
"2012-08-26","3",1,"8",0,"0",0,5255,0.862866377908125,1.53015978887112,0.495137600599354
"2012-08-27","3",1,"8",0,"1",1,6917,1.13601431313284,0.719815035054045,-0.796833463559931
"2012-08-28","3",1,"8",0,"2",1,7040,1.2725882807452,-0.0554245308720342,0.00566175506851256
"2012-08-29","3",1,"8",0,"3",1,7697,1.03586007021711,-0.532269999724679,-1.00549512398449
"2012-08-30","3",1,"8",0,"4",1,7713,1.15422417548116,-0.263130225893738,-1.46287331136706
"2012-08-31","3",1,"8",0,"5",1,7350,1.46834430098958,-0.283608252163484,-0.283270933187501
"2012-09-01","3",1,"9",0,"6",0,6140,1.40916224835756,0.0732944913949374,-0.997430385756281
"2012-09-02","3",1,"9",0,"0",0,5810,1.09959458843621,1.31367779687666,-1.63121128065057
"2012-09-03","3",1,"9",1,"1",0,6034,1.15877664106824,1.1440027220702,-0.507954540225439
"2012-09-04","3",1,"9",0,"2",1,6864,1.25893088398397,0.892415542184756,0.591430575044185
"2012-09-05","3",1,"9",0,"3",1,7112,1.31811293661599,0.795876275484528,-0.0345544062294959
"2012-09-06","3",1,"9",0,"4",1,6203,1.09959458843621,1.28149804130992,-0.620215696362125
"2012-09-07","3",1,"9",0,"5",1,7504,1.13601431313284,0.760771087593536,-0.243108536811013
"2012-09-08","3",1,"9",0,"6",0,5976,0.894733637017676,1.20251136855519,1.16929595155621
"2012-09-09","3",1,"9",0,"0",0,8227,0.626138167380036,-0.564449755291422,0.438845727766447
"2012-09-10","3",1,"9",0,"1",1,7525,0.48045926859352,-0.871620149337604,0.880363263300198
"2012-09-11","3",1,"9",0,"2",1,7767,0.44859200948397,-0.757528288691879,-1.27012606771283
"2012-09-12","3",1,"9",0,"3",1,7870,0.566956114748014,-0.356744060269718,-0.756671067183443
"2012-09-13","3",1,"9",0,"4",1,7804,0.639795564141272,0.0645181944221892,-1.39055949192077
"2012-09-14","3",1,"9",0,"5",1,8009,0.753607203818238,0.313179941983385,-1.11775628012118
"2012-09-15","3",1,"9",0,"6",0,8714,0.617033236205879,-0.886247310958851,0.735950684093713
"2012-09-16","3",1,"9",0,"0",0,7333,0.462249406245206,-0.406476409781957,-1.29426651747594
"2012-09-17","3",1,"9",0,"1",1,6869,0.466801871832284,0.749069358296538,-0.49994356691875
"2012-09-18","3",1,"9",0,"2",1,4073,0.698977616773294,1.71738745762307,2.15620485100306
"2012-09-19","3",1,"9",0,"3",1,7591,0.312018041871611,-0.640510995721905,0.318573598323071
"2012-09-20","3",1,"9",0,"4",1,7720,0.280150782762061,-0.0671262601690317,-0.933181304538205
"2012-09-21","3",1,"9",0,"5",1,8167,0.566956114748014,0.28685105106514,-0.467845908770473
"2012-09-22","3",1,"9",0,"6",0,8395,0.844656515559811,0.131803137879924,1.20128607986145
"2012-09-23","4",1,"9",0,"0",0,7907,0.18454900543341,-1.12905819387155,0.422877546074591
"2012-09-24","4",1,"9",0,"1",1,7436,0.102604624865994,-0.947681389768087,-0.620430756048211
"2012-09-25","4",1,"9",0,"2",1,7538,0.298360645110375,-0.406476409781957,0.591430575044185
"2012-09-26","4",1,"9",0,"3",1,7733,0.762712134992395,0.020636709558449,0.695680757874183
"2012-09-27","4",1,"9",0,"4",1,7393,0.844656515559811,0.441898964250356,-0.724465879192124
"2012-09-28","4",1,"9",0,"5",1,7415,0.676215288837901,0.436048099601858,-0.339455276177366
"2012-09-29","4",1,"9",0,"6",0,8555,0.257388454826668,-0.596629510858165,0.478954359221412
"2012-09-30","4",1,"9",0,"0",0,6889,0.170891608672174,-0.312862575405978,-0.716508670806956
"2012-10-01","4",1,"10",0,"1",1,6778,0.139024349562623,0.149355731825421,-1.28625554416925
"2012-10-02","4",1,"10",0,"2",1,4639,0.521431458877228,1.71153659297458,-1.10985283665753
"2012-10-03","4",1,"10",0,"3",1,7572,0.885628705843518,1.16448074833995,-1.59927491726685
"2012-10-04","4",1,"10",0,"4",1,7328,0.885628705843518,0.667157253217556,-0.941192277844894
"2012-10-05","4",1,"10",0,"5",1,8156,0.653452960902508,-0.00276674903554589,-1.0856586219729
"2012-10-06","4",1,"10",0,"6",0,7965,0.321122973045768,0.254671295498397,1.00052786290053
"2012-10-07","4",1,"10",0,"0",0,3510,-0.434586314409284,0.564767121868829,-0.636452702661589
"2012-10-08","4",1,"10",1,"1",0,5478,-0.61213247230535,0.573543418841577,-0.0104139564663866
"2012-10-09","4",1,"10",0,"2",1,6392,-0.266145087687375,0.939222459372746,-0.00240298315969771
"2012-10-10","4",1,"10",0,"3",1,7691,0.102604624865994,0.020636709558449,-0.0343931114649318
"2012-10-11","4",1,"10",0,"4",1,7570,-0.329879605906475,-1.15538708478979,-0.114717904217906
"2012-10-12","4",1,"10",0,"5",1,7282,-0.316222209145239,-0.622958401776409,0.575569923195371
"2012-10-13","4",1,"10",0,"6",0,7109,-0.557502885260407,-0.93597966047109,-0.572203621443514
"2012-10-14","4",1,"10",0,"0",0,6639,0.143576815149702,0.0879216530161842,1.13714452848641
"2012-10-15","4",1,"10",0,"1",1,5875,0.362095163329476,0.55891625722033,1.36198943028892
"2012-10-16","4",1,"10",0,"2",1,7534,-0.14778098242333,-0.488388514860939,-0.106653165989696
"2012-10-17","4",1,"10",0,"3",1,7461,-0.21606796622951,0.456526125871603,-1.14990770319098
"2012-10-18","4",1,"10",0,"4",1,7509,0.148129280736781,0.705187873432798,0.599387783429353
"2012-10-19","4",1,"10",0,"5",1,5424,0.371200094503633,1.31367779687666,-0.716562435728478
"2012-10-20","4",1,"10",0,"6",0,8090,-0.0612841362688362,-0.385998383512211,-0.941299807687937
"2012-10-21","4",1,"10",0,"0",0,6824,-0.170543310358723,-0.827738664473864,-0.315261061492735
"2012-10-22","4",1,"10",0,"1",1,7058,-0.0430742739205218,-0.418178139078954,-1.40652767361263
"2012-10-23","4",1,"10",0,"2",1,7466,0.266493386000825,0.0966979499889321,-1.23797464464303
"2012-10-24","4",1,"10",0,"3",1,7693,0.503221596528913,0.0586673297736906,-1.51884259467084
"2012-10-25","4",1,"10",0,"4",1,7359,0.298360645110375,1.21128766552794,-0.853071571471317
"2012-10-26","4",1,"10",0,"5",1,7444,0.275598317174982,1.25809458271593,-0.748660093876754
"2012-10-27","4",1,"10",0,"6",0,7852,0.189101471020488,0.646679226947811,0.583312071894453
"2012-10-28","4",1,"10",0,"0",0,4459,-0.0977038609654654,0.4682278551686,2.67777835468218
"2012-10-29","4",1,"10",0,"1",1,22,-0.302564812384004,1.77004523945956,2.16410829446671
"2012-10-30","4",1,"10",0,"2",1,1096,-0.968052509113316,1.38707955337601,0.290625614572219
"2012-10-31","4",1,"10",0,"3",1,5566,-0.753258905504788,0.272223889443894,-0.307357618029089
"2012-11-01","4",1,"11",0,"4",1,5986,-0.707734249634001,-0.324564304702975,-0.427629747472464
"2012-11-02","4",1,"11",0,"5",1,5847,-0.766916302266024,-0.742901127070633,0.976656237745029
"2012-11-03","4",1,"11",0,"6",0,5138,-0.830650820485124,-0.959383119065085,1.03284058073489
"2012-11-04","4",1,"11",0,"0",0,5107,-0.926252597813775,-0.666839886640149,-0.146815562366183
"2012-11-05","4",1,"11",0,"1",1,5259,-0.962672322510405,-0.93890509279534,0.591484339965707
"2012-11-06","4",1,"11",0,"2",1,5686,-1.17208573951602,-0.426954436051702,-0.219021851969426
"2012-11-07","4",1,"11",0,"3",1,5035,-1.09014135894861,-0.564449755291422,1.46613208327587
"2012-11-08","4",1,"11",0,"4",1,5315,-0.782355098604812,-2.06710442827759,2.03035987056373
"2012-11-09","4",1,"11",0,"5",1,5992,-0.730496577569395,-0.611256672479412,0.310616389937904
"2012-11-10","4",1,"11",0,"6",0,6536,-0.5802652131958,0.123026840907177,-1.71153607340354
"2012-11-11","4",1,"11",0,"0",0,6852,-0.407271520886812,0.219566107607405,-0.812747880330265
"2012-11-12","4",1,"11",1,"1",0,6269,-0.0567316706817577,0.798801707808777,-0.218968087047904
"2012-11-13","4",1,"11",0,"2",1,4094,-0.830650820485124,0.245894998525649,1.95566169372823
"2012-11-14","4",1,"11",0,"3",1,5495,-1.12656108364524,-0.532269999724679,0.117922911205199
"2012-11-15","4",1,"11",0,"4",1,5445,-0.949014925749168,-0.0524990985477849,-0.483867855383851
"2012-11-16","4",1,"11",0,"5",1,5698,-0.821545889310967,-0.725348533125136,-0.251119510117702
"2012-11-17","4",1,"11",0,"6",0,5629,-0.930805063400854,-0.579076916912669,-0.138804589059494
"2012-11-18","4",1,"11",0,"0",0,4669,-0.835203286072203,0.456526125871603,0.479061889064455
"2012-11-19","4",1,"11",0,"1",1,5499,-0.625789869066586,-0.0320210722780392,0.575247333666243
"2012-11-20","4",1,"11",0,"2",1,5634,-0.662209593763215,0.400942911710865,-1.39050572699925
"2012-11-21","4",1,"11",0,"3",1,5146,-0.776021233440181,-0.0993060157357744,-1.12571348850635
"2012-11-22","4",1,"11",1,"4",0,2425,-0.848860682833439,-0.333340601675723,-1.77573138970009
"2012-11-23","4",1,"11",0,"5",1,3910,-0.694076852872766,-0.415252706754705,-0.547955641837362
"2012-11-24","4",1,"11",0,"6",0,2277,-1.18574313627726,-1.56787304250895,2.40502890780411
"2012-11-25","4",1,"11",0,"0",0,2424,-1.36328929417332,-1.1202818968988,-0.515965513532128
"2012-11-26","4",1,"11",0,"1",1,5087,-0.994539581619954,-0.649287292694654,-1.85600241753155
"2012-11-27","4",1,"11",0,"2",1,3959,-1.112903686884,1.11474839882771,0.607452521657563
"2012-11-28","4",1,"11",0,"3",1,5260,-1.08558889336153,-0.854067555392108,0.262389255333206
"2012-11-29","4",1,"11",0,"4",1,5323,-1.17188780622963,-0.507213035903935,-0.967310341677878
"2012-11-30","4",1,"11",0,"5",1,5668,-1.07648396218737,0.15228116414967,-1.70347133517533
"2012-12-01","4",1,"12",0,"6",0,5191,-1.07648396218737,1.25516915039168,-1.68755691840499
"2012-12-02","4",1,"12",0,"0",0,4649,-0.807888492549731,1.37218644336165,-0.853017806549795
"2012-12-03","4",1,"12",0,"1",1,6234,-0.234277828577824,0.980178511912237,-1.39055949192077
"2012-12-04","4",1,"12",0,"2",1,6606,-0.106808792139623,0.74321849364804,-0.211064643584258
"2012-12-05","4",1,"12",0,"3",1,5729,-0.311669743558161,-1.00326460392883,1.72307464322665
"2012-12-06","4",1,"12",0,"4",1,5375,-1.30865970712838,-0.836514961446612,-0.202999905356048
"2012-12-07","4",1,"12",0,"5",1,5008,-0.953567391336247,0.956775053318243,-0.772746778718343
"2012-12-08","4",1,"12",0,"6",0,5582,-0.621237403479508,1.98945266377826,-1.14980017334793
"2012-12-09","4",1,"12",0,"0",0,3228,-0.607580006718272,1.94849661123877,-0.419511244322733
"2012-12-10","4",1,"12",0,"1",1,5170,-0.325327140319397,2.08599193047849,-0.00229545331665483
"2012-12-11","4",1,"12",0,"2",1,5501,-0.776021233440181,-0.219248741029998,1.36198943028892
"2012-12-12","4",1,"12",0,"3",1,5319,-1.08103642777445,-0.628809266424908,-0.355477222790743
"2012-12-13","4",1,"12",0,"4",1,5532,-1.09014135894861,-0.997413739280326,-0.211064643584258
"2012-12-14","4",1,"12",0,"5",1,5611,-1.16753327392894,0.10547424696168,-0.764628275568611
"2012-12-15","4",1,"12",0,"6",0,5047,-0.935357528987933,0.158132028798169,-1.0856586219729
"2012-12-16","4",1,"12",0,"0",0,3786,-0.725944111982316,1.48042743935888,-1.15802620634071
"2012-12-17","4",1,"12",0,"1",1,4585,-0.557502885260407,1.96019834053577,-1.19007009956746
"2012-12-18","4",1,"12",0,"2",1,5557,-0.461901107931756,0.269298457119644,0.398952155997567
"2012-12-19","4",1,"12",0,"3",1,5267,-0.889832873117146,-0.0173939106567926,-0.0825127162265863
"2012-12-20","4",1,"12",0,"4",1,4128,-0.903490269878382,0.281000186416641,-0.748713858798276
"2012-12-21","1",1,"12",0,"5",1,3623,-0.921700132226697,-0.500090244157936,2.37293124965583
"2012-12-22","1",1,"12",0,"6",0,1749,-1.25403012008344,-1.31043499797501,2.79826554381164
"2012-12-23","1",1,"12",0,"0",0,1787,-1.36328929417332,-0.789708044258622,-0.740702885491587
"2012-12-24","1",1,"12",0,"1",1,920,-1.44266054201761,1.1473097325237,-1.46140529524899
"2012-12-25","1",1,"12",1,"2",0,1013,-1.11488301974795,0.750468478103788,-0.280783721165815
"2012-12-26","1",1,"12",0,"3",1,441,-1.37694669093456,1.37218644336165,1.62662037401726
"2012-12-27","1",1,"12",0,"4",1,2114,-1.31776463830254,0.175684622743665,2.06001940640127
"2012-12-28","1",1,"12",0,"5",1,3095,-1.32231710388962,-0.266055658217988,-0.451823962157095
"2012-12-29","1",1,"12",0,"6",0,1341,-1.32231710388962,0.87778838056351,-0.852964041628274
"2012-12-30","1",1,"12",0,"0",0,1796,-1.30865970712838,-1.01496633322582,2.06803037970796
"2012-12-31","1",1,"12",0,"1",1,2729,-1.52717805530815,-0.353818627945468,-0.459888700385305
